,brand,jenis
3664,CLETOUP 240 EC,Herbisida
3665,MATIKUS 0.003 BB,Rodentisida
3666,TOPLOX 540 EC,Herbisida
3667,FIPRONIL 95 TC,Insektisida
3668,VAPE 1.43 AL,Pestisida Rumah Tangga
3669,Parakuat diklorida 42 TC,Herbisida
3670,VALIS-M 66 WG,Fungisida
3671,ESCOLTA 500 EC,Insektisida
3672,VALINO 865 SL,Herbisida
3673,CUSTODIA 320 SC,Fungisida
3674,ONE PUSH VAPE 38.5 AE,Pestisida Rumah Tangga
3675,GOLDEN 200 SL,Insektisida
3676,VALERON 200 EC,Insektisida
3677,OXYFLUORFEN 97 TC,Herbisida
3678,Fossin Plus 240 SL,Herbisida
3679,NAVOX 60 EC,Insektisida
3680,OMNI-NET 40 SP,Insektisida
3681,IMBUE 350 ES,Fungisida
3682,INDOTRIN 250 EC,Insektisida
3683,SPHINX 500 SC,Fungisida
3684,Fipronil 95 TC,Insektisida
3685,SINOMIN 865 SL,Herbisida
3686,Nicozin 550 SC,Herbisida
3687,SCUD 100 EW,Insektisida
3688,MEGATHANE KOMBO 72 WP,Fungisida
3689,ROLLUP 480 SL,Herbisida
3690,MONKEY 40 SP,Insektisida
3691,FOSTER 480 SL,Herbisida
3692,ACTICIDE MBS,Bakterisida
3693,SAMITE 135 EC,Akarisida
3694,SONORA 80 OD,Herbisida
3695,MONUMENT 75 WG,Herbisida
3696,BESVIDOR 25 WP,Insektisida
3697,SHARINGAN 555 SL,Herbisida
3698,HIT 436.7 OL,Pestisida Rumah Tangga
3699,Biochlormethyl 500 EC,Insektisida
3700,VISTA 400 SL,Insektisida
3701,FIPROS 55 SC,Insektisida
3702,ROVRAL 250 SC,Fungisida
3703,Neptune 25 WP ,Insektisida
3704,SERUNI 100 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
3705,CLEANER 250 SL,Herbisida
3706,STROMBIX 70 WP,Moluskisida
3707,ZSAS,Fungisida
3708,KARBASIN 500 EC,Insektisida
3709,RENO 350 FS,Insektisida
3710,TUOFU 45 WP,Fungisida
3711,PILARMECTIN 53 CS ,Insektisida
3712,PRINCIPAL 490 SL,Herbisida
3713,CHLORPYRIFOS 94 TC,Insektisida
3714,SAGRI-FIX 45 SL,Zat Pengatur Tumbuh Tanaman
3715,ALCATRAS 625 SL,Herbisida
3716,FREMONT 480 SL,Herbisida
3717,ANTAS 400/60 SL,Herbisida
3718,MULTITOMIL 40 SP,Insektisida
3719,SIRKUS 50 WP,Fungisida
3720,SALVATORE 12/18 WP,Herbisida
3721,MAXFORCE FUSION 2.15 RB,Pestisida Pengendalian Vektor Penyakit Pada Manusia
3722,FARMFOSATE 480 SL,Herbisida
3723,WESTIN 300 EC,Insektisida
3724,ZEEPER 50 EC,Insektisida
3725,AVIMAX 20/100 EC,Insektisida
3726,CORONA PRIMA 325 SC,Fungisida
3727,ERKAFURON 20 WP,Herbisida
3728,HIT 0.12 AE,Pestisida Rumah Tangga
3729,EMCARB 40/160 SC,Insektisida
3730,BIGXONE 135 SL,Herbisida
3731,"Baygon 2,0 AL",Pestisida Rumah Tangga
3732,FASTCHEFAT 75 WP,Insektisida
3733,BM HAMATI 25 WG,Insektisida
3734,REMAZOLE-P 490 EC,Fungisida
3735,WILBO 200 EC,Insektisida
3736,RAMPAGE 100 EC,Insektisida
3737,BANAWA 500 SC,Herbisida
3738,EMAPLUS 50 EC,Insektisida
3739,BIOBAN™ O 45 Antimicrobial,Pestisida lain-lain
3740,PURDAN PLUS 6 GR,Insektisida
3741,AGRIFAT 77 SP,Insektisida
3742,Vertibak 50 WP,Fungisida
3743,BIOLARIS 550 SC,Herbisida
3744,SIBUTOX 6 GR,Moluskisida
3745,BIOBAN™ 551 S Antimicrobial,Pestisida lain-lain
3746,Sofit 10/10 WP,Herbisida
3747,BM BENTA-Q 480 SL,Herbisida
3748,TRENDY 20 WG,Herbisida
3749,RAHWANA 500 EC,Insektisida
3750,PRIMA-NOID 60 WP,Moluskisida
3751,DKMETOAR 400 EC,Insektisida
3752,ADVION COCKROACH 0.6 RB,Pestisida Rumah Tangga
3753,MESTILA 25 WP,Herbisida
3754,BITIKA  SC,Insektisida
3755,MAZZA 200 EC,Insektisida
3756,SELTIMA 100 CS,Fungisida
3757,BRODIFACOUM 96 TC,Rodentisida
3758,EMCINDO 500 EC,Insektisida
3759,PANDAWA 60 WP,Insektisida
3760,CMA 6 865 SL,Herbisida
3761,UNIQUE FORCE 57 EW,Insektisida
3762,"OSIRIS 5,45 SL",Insektisida
3763,ABAMECTIN 95 TC,Insektisida
3764,JAMBO 200 ME,Insektisida
3765,HORNET 150 EC,Insektisida
3766,TAMOXANIL 60/24 WP,Fungisida
3767,ABENZ 22 EC,Insektisida
3768,KRONOS 250 EC,Herbisida
3769,ESTAF 25 EC,Insektisida
3770,VIPER 600 EC,Insektisida
3771,DIMAS 80 WP,Fungisida
3772,PRIMAMECT 200 SC,Insektisida
3773,METOAT 400 EC,Insektisida
3774,GOLOK 240 EC,Herbisida
3775,QUEEN KILLER,Insektisida
3776,PKB-6 720 SL,Herbisida
3777,METAFURON 20 WG,Herbisida
3778,PACLOBUTRAZOL 95 TC,Zat Pengatur Tumbuh Tanaman
3779,SNOWY 608 EC,Herbisida
3780,LEOPARD 75 SP,Insektisida
3781,KROMSTAR 80/200 SC,Fungisida
3782,AMOFO 150 SL,Herbisida
3783,ENTOMOBAC WP,Insektisida
3784,TRIDAZEB 80 WP,Fungisida
3785,Fipronil 95 TC,Insektisida
3786,PARAKUAT DIKLORIDA 42 TC,Herbisida
3787,MIDAS 250 EC,Zat Pengatur Tumbuh Tanaman
3788,FENTIN ACETATE 95 TC,Moluskisida
3789,GHARDA 365 SL,Herbisida
3790,BISPYRIBAC SODIUM 97 TC,Herbisida
3791,Biomac Plus 10 WP,Insektisida
3792,MOLLIENT 75 SP,Insektisida
3793,ALPHAS 50 EC,Insektisida
3794,DELTAKING 565 EC,Insektisida
3795,AMCORE 250 EC,Fungisida
3796,JUMBO 0.01 MC,Pestisida Rumah Tangga
3797,ACTICIDE MV14,Fungisida
3798,BIOKILLER SL,Insektisida
3799,GULL 240 EC,Insektisida
3800,DKGLIFORDI 240/120 SL,Herbisida
3801,SAGRI-MANZIM 65/20 WP,Fungisida
3802,BRAVO 50 EC,Insektisida
3803,ROLIDOR 25 EC,Insektisida
3804,LOGIC 70 WP,Fungisida
3805,E-GOLD 280/40 OD,Herbisida
3806,ASIATOP 288 SL*,Herbisida
3807,BESHIPO 500 SL,Insektisida
3808,GLUFOSINATE AMMONIUM 95 TC,Herbisida
3809,PORYZA 400 SL ,Insektisida
3810,IMIDACLOPRID 95 TC,Insektisida
3811,THRONE 250 EC,Fungisida
3812,GULMARON 80 WP,Herbisida
3813,INDOKUAT 138 SL*,Herbisida
3814,INSURE MAX 510 FS,Fungisida
3815,ALTAR 250 SC,Zat Pengatur Tumbuh Tanaman
3816,PARAKUAT DIKLORIDA 42 TC,Herbisida
3817,VAPE 50 VP,Pestisida Rumah Tangga
3818,PYRRIA 300 EC,Fungisida
3819,DENSE 520 SC,Fungisida
3820,DECIS 25 EC,Insektisida
3821,ACEDO 75 SP,Insektisida
3822,ACTARA 25 WG,Insektisida
3823,ARMCIDE 50 WG,Insektisida
3824,VAPE 0.27 AE,Pestisida Rumah Tangga
3825,ACCLAIM 90 WP,Fungisida
3826,GEMPUR 480 SL,Herbisida
3827,HIT 0.3 STICK FU,Pestisida Rumah Tangga
3828,FLYTOX 1 P,Insektisida
3829,HEXACAR 100 EC,Fungisida
3830,BAKOKING 25 EC ,Insektisida
3831,HIT MAGIC 0.15 FU,Pestisida Rumah Tangga
3832,PRONASOL 50 SC,Zat Pengatur Tumbuh Tanaman
3833,GISENTRO 560 SC,Herbisida
3834,TURBOID 70 WP,Moluskisida
3835,NOVLECT 120 EC,Herbisida
3836,DELTAMETRIN 98 TC,Insektisida
3837,TIGA RODA 0.3 MC,Pestisida Rumah Tangga
3838,PARASOL 500 SL,Insektisida
3839,BRUNO 70 EC,Insektisida
3840,"COUNTER-PLUS 50/1,8 WG ",Insektisida
3841,Triclopyr 94 TC,Herbisida
3842,AMCOXONE 276 SL*,Herbisida
3843,TEMEGUARD 1 GR,Pestisida Pengendalian Vektor Penyakit Pada Manusia
3844,ERKAFURON 20 WG ,Herbisida
3845,HOPROLE PLUS 160/20 OD,Insektisida
3846,SAGRI-TREAT 300/150 EC,Fungisida
3847,SIKAT KABIR 486 SL,Herbisida
3848,IVORY 68 WP,Herbisida
3849,SIBUTOX 6 GR,Moluskisida
3850,CAPTIVE 35 SD,Fungisida
3851,KATHON™ FP 1.5 Biocide,Pestisida lain-lain
3852,ARTHUR 200 EC,
3853,PAPYRUS 10 WP,Herbisida
3854,DKPOXIBEN 250 SC,Fungisida
3855,DHARMAPARA 276 SL,Herbisida
3856,VAPE LIQUID REFILL 20 LV,Pestisida Rumah Tangga
3857,COVER 400 EC,Insektisida
3858,EMAMECTIN BENZOATE 95 TC,Insektisida
3859,BESVIDOR 25 WP,Insektisida
3860,EMIMOR 50 EC,Insektisida
3861,BM LAMDA 50 EC,Insektisida
3862,BIOTOMIL 40 SP,Insektisida
3863,CATAPULT 50 EC,Insektisida
3864,GALATOP 620 SL,Herbisida
3865,SABIET 75 SP,Insektisida
3866,BM TRICALON 318 EC,Herbisida
3867,ROTAMORPH 500 SC,Fungisida
3868,SUMIONE 93 TC,Pestisida Rumah Tangga
3869,AGXANAZOL 200/150 SC,Fungisida
3870,ANDA UP 480 SL,Herbisida
3871,RAMBASAN 400 SL,Herbisida
3872,HYDROCIDE 80 WP,Fungisida
3873,RHANUM 50 WG,Insektisida
3874,KATHON™ LX-150 Biocide,Pestisida lain-lain
3875,GIURON 80 WP,Herbisida
3876,BASMITOP 480 SL,Herbisida
3877,SINACORE 300 EC,Fungisida
3878,HANDIPO 501 SL,Insektisida
3879,ROUNDUP TRANSORB 440SL,Herbisida
3880,GUANGDIU 13.2/46.8 WG,Herbisida
3881,ACEPHATE 97 TC,Insektisida
3882,Neptune 25 WP ,Insektisida
3883,PRIMA-LARIS 240 OD,Herbisida
3884,NIMROD 250 EC,Fungisida
3885,HIPPO 400 SL,Insektisida
3886,ROMADE 0.75 TP,Rodentisida
3887,TANTOP 155 SL,Herbisida
3888,U-EMPAT ENAM 720 SL,Herbisida
3889,SYMPHONY 100 EC,Insektisida
3890,TAFT 75 WP,Fungisida
3891,CALARIS XTRA 25/250 SC,Herbisida
3892,ASTERPIRAM 120 EC,Insektisida
3893,HIT EXPERT 0.112 FU,Pestisida Rumah Tangga
3894,DARIO 25 EC,Insektisida
3895,TAEKWANDO 25 EC,Insektisida
3896,KOALISI 240 SC,Insektisida
3897,METAFON 490 SL,Zat Pengatur Tumbuh Tanaman
3898,INNOMAN ® MBM,Bakterisida
3899,ROLIZOL 250 EC,Fungisida
3900,Innoman ® CMV,Bakterisida
3901,HIT 13 GL,Pestisida Rumah Tangga
3902,AMEZO 18 EC,Insektisida
3903,BANTREK 480 EC,Bahan pengawet kayu
3904,PYTROSAN 50/20 WG,Insektisida
3905,Nomin Extra 200 SC,Herbisida
3906,SHAKTIMAN 80 WP,Fungisida
3907,AFFINITY 40 WG,Herbisida
3908,"Baygon 1,79 VP",Pestisida Rumah Tangga
3909,POLYCOM 70 WG,Fungisida
3910,PRIMA-MOX 20 WP,Fungisida
3911,PERFEKTHION 400 SL,Insektisida
3912,GLYPHOSATE 95 TC,Herbisida
3913,GARANG 135 SL,Herbisida
3914,GULL 240 EC,Herbisida
3915,SIDAPYR 325 EC,Insektisida
3916,BM DELTA 28 EC,Insektisida
3917,CENTARIS 245 SL,Herbisida
3918,TANKER 480 SC,Insektisida
3919,PYZERO 100 EC,Herbisida
3920,DEBESTTAN PLUS 60 W,Moluskisida
3921,SAMBER 50 SL,Insektisida
3922,COBA22 JANUARI2022,Akarisida
3923,RUNING 77 WP,Fungisida
3924,RISUN 89 SC,Herbisida
3925,OXATOP 380 SC,Herbisida
3926,TASPON 10 PA,Zat Pengatur Tumbuh Tanaman
3927,MANKOZEB 85 TC,Fungisida
3928,PROTIOKONAZOL 97 TC,Fungisida
3929,BUZZZTOX 50 EC,Insektisida
3930,TAMILTO 25 WP,Insektisida
3931,RICEQUICK 50 WP,Herbisida
3932,HIT MAGIC 0.13 FU,Pestisida Rumah Tangga
3933,ROCKON 620 SL,Herbisida
3934,KIAGIB 40 SL,Zat Pengatur Tumbuh Tanaman
3935,KEN-UP HITECH 75 SG,Herbisida
3936,HARBER 60 WP ,Moluskisida
3937,SRI JATORI 550 SC,Herbisida
3938,TAEKWANDO 25 EC,Insektisida
3939,KLOROTALONIL 98 TC,Fungisida
3940,ACQURA 500 EC,Insektisida
3941,TANCAP 80 WG,Fungisida
3942,TRIMMER 18 EC ,Insektisida
3943,GLYPHOSATE 95 TC,Herbisida
3944,Acticide HF,Pestisida lain-lain
3945,ETEFON 86 TC,Zat Pengatur Tumbuh Tanaman
3946,PIRANHA 250 SL,Herbisida
3947,LAVENDA 125 SL,Pestisida Rumah Tangga
3948,BIGEST 40 EC,Zat Pengatur Tumbuh Tanaman
3949,NICLOSAN 250 EC,Moluskisida
3950,KINGKONG 1 FU,Pestisida Rumah Tangga
3951,"BRODIFACOUM 0,29 TC",Rodentisida
3952,ASTERTRIN 250 EC,Insektisida
3953,SULVAN 5 GR,Insektisida
3954,MANDOXONE 276 SL*,Herbisida
3955,CUSTODIA 320 SC,Fungisida
3956,TALON 0.005 BB,Rodentisida
3957,REGENT 50 SC,Insektisida
3958,AVATAR 400 SC,Herbisida
3959,PROCTER 64/8 WP,Fungisida
3960,FENVALERATE 94 TC,Insektisida
3961,HIT 0.125 AE,Pestisida Rumah Tangga
3962,SINARFURON 20 WG,Herbisida
3963,ACTICIDE BAC 50,Bakterisida
3964,JUNO 16 GG,Herbisida
3965,ASPRIL 100 SC,Insektisida
3966,DIMAS 80 WP,Fungisida
3967,THIORON 550 SC,Herbisida
3968,NEOPOWER 30 EC,Insektisida
3969,Meperfluthrin 6 TC,Insektisida
3970,PRIMA-SIP 50 EC,Insektisida
3971,AMCOPYR 670 EC,Herbisida
3972,PRIMA-FUR 3 GR,Insektisida
3973,PERMETHRIN 50 TK,Insektisida
3974,QUICKSTAR 85 WG,Fungisida
3975,IMAR 200 SL,Insektisida
3976,MAHAKAM KOPIJOSS 250 SL,Herbisida
3977,WINGREAT 400 EC,Insektisida
3978,HIT 0.32 AE,Pestisida Rumah Tangga
3979,AVIXA 500 SC,Herbisida
3980,ZAHAR 80 WP,Herbisida
3981,OXYPRO 333 EC,Zat Pengatur Tumbuh Tanaman
3982,LIEBAS 50 EC ,Insektisida
3983,Dimehypo 90 TC,Pestisida lain-lain
3984,PROMOLON 501 EC,Herbisida
3985,AMIRA 300 SC ,Fungisida
3986,NEOBAN PLUS 540/60 EC,Insektisida
3987,"ATOMON 22,43 SL",Zat Pengatur Tumbuh Tanaman
3988,ORU-GIB 10 SP,Zat Pengatur Tumbuh Tanaman
3989,CARBENDAZIM 98 TC,Fungisida
3990,DIMETOP 525 SL,Insektisida
3991,TRIAZOPHOS 85 TC,Insektisida
3992,NANOFOS 480 EC,Insektisida
3993,SPONTAN 400 SL ,Insektisida
3994,FORDAN 3 GR,Insektisida
3995,HIT 6 AE,Pestisida Rumah Tangga
3996,TRIPAS 250 EC,Insektisida
3997,K-BLUTANIL 75 WP,Fungisida
3998,BULDOZER 250/70/30 OD,Herbisida
3999,SPONTANKING 400 SL ,Insektisida
4000,AGRINEEM 0.03 EC,Insektisida
4001,T823 P. Barrier,Pestisida Rumah Tangga
4002,BELIUNG 200 EC,Insektisida
4003,HYPOTEXT 500 SL,Insektisida
4004,ACHILES 300 EC,Insektisida
4005,QUICKPRO 150 SL ,Herbisida
4006,PARAQUAT 45 TC,Herbisida
4007,KOMODOR 300/100 SL,Herbisida
4008,TRITON-PLUS 36 EC,Insektisida
4009,MAGNUM 40 SP,Insektisida
4010,ZHAVITRON 20 WP,Herbisida
4011,ALMIX 247 ZC,Insektisida
4012,BRAUNXONE GOLD 276 SL,Herbisida
4013,BOSBAN 200 EC,Insektisida
4014,VAPE 9.5 VP,Pestisida Rumah Tangga
4015,CONDITE 57 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
4016,RAINEB 70 WP ,Fungisida
4017,Manzate 82 WP,Fungisida
4018,OMNI-ZIN 500 SC,Herbisida
4019,TENFU'S 20 SG,Insektisida
4020,BESCLAIM 30 EC,Insektisida
4021,CHROTZ 45 EC,Insektisida
4022,BIOBAN™ 551 S Antimicrobial,Pestisida lain-lain
4023,Touchdown Neo 480 SL,Herbisida
4024,LUNA SMART 250/250 SC,Fungisida
4025,PUANMUR 50 SP,Fungisida
4026,TOPSIN M 70 WP,Fungisida
4027,TUBLES 40 SP,Insektisida
4028,SCANNER 276 SL*,Herbisida
4029,"PHYTOKLOR 82,5 WG",Fungisida
4030,BIOBAN™ 586 Antimicrobial,Pestisida lain-lain
4031,SOMBRERO 600 FS,Insektisida
4032,Mortein 0.2 MC,Pestisida Rumah Tangga
4033,INSTANS 60 WP ,Moluskisida
4034,TOPZONE 276 SL,Herbisida
4035,WARDER 45 WP,Fungisida
4036,TANKER 360 SC,Fungisida
4037,SRI DEGAN 100 SC,Insektisida
4038,HEXAGOLD 75 WP,Fungisida
4039,LIDING 240 EC,Herbisida
4040,POKSINDO 200 EC,Insektisida
4041,BARUCHEM 95% TC,Herbisida
4042,Fumiguard 99 GA,Fumigan
4043,VOLIAM TARGO 63 SC,Insektisida
4044,HIT FOGG 9.344 AL,Pestisida Rumah Tangga
4045,FIPRONIL 95 TC,Insektisida
4046,BIOTHION 200 EC,Insektisida
4047,TRAFO 290 SL,Insektisida
4048,AMMONIUM GLUFOSINATE 95 TC,Herbisida
4049,BARCA 150 SL,Herbisida
4050,CHLOROMYCIN 740 EC,Insektisida
4051,MAHER 80 WP ,Fungisida
4052,OBALOLO 865 SL,Herbisida
4053,HARPON 33/33 WP,Fungisida
4054,SUPERMIL 75 WP,Fungisida
4055,CALEBTIN 18 EC,Insektisida
4056,GOLMATOP 240 EC,Herbisida
4057,KONTAF PLUS 250 SC,Fungisida
4058,ACEDO 75 SP,Insektisida
4059,VIGON 50 SC,Fungisida
4060,ETHREL 480 SL,Zat Pengatur Tumbuh Tanaman
4061,IPA GLYPHOSATE 62 TC,Herbisida
4062,ONE PUSH VAPE 24 AE,Pestisida Rumah Tangga
4063,ZESSNOIT 60 WP,Moluskisida
4064,MIAMI 50 WP,Insektisida
4065,GRAMOXONE 276 SL,Herbisida
4066,SACO-P,Fungisida
4067,FLOXS 36 EC,Insektisida
4068,GREENACOL 70 WP,Fungisida
4069,INNOTAN 550 EC,Insektisida
4070,TI-GOLD XL 10 WP,Herbisida
4071,PRUNIT 100 SC,Herbisida
4072,TEPHON 100 PA,Zat Pengatur Tumbuh Tanaman
4073,PRIMAX NEO 481 SL ,Herbisida
4074,CAP GAJAH 0.105 BB,Pestisida Rumah Tangga
4075,NITENPIRAM 95 TC,Insektisida
4076,KIXOR 70 WG,Herbisida
4077,ARIZONA 55 EC,Insektisida
4078,ACTICIDE MV,Fungisida
4079,FENVAL 10 WP,Insektisida
4080,VAPE 0.031 MC,Pestisida Rumah Tangga
4081,RAMPAGE 100 EC,Insektisida
4082,GLYPHOSATE 95 TC,Herbisida
4083,"2,4-D 98 TC",Herbisida
4084,HIDROFUR 3 GR ,Insektisida
4085,SLASH 480 SL,Herbisida
4086,BIOBAC WP,Fungisida
4087,SIPERMETRIN 92 TC,Insektisida
4088,SUMIONE 5 TK,Pestisida Rumah Tangga
4089,BASILEUM 505 EC,Bahan pengawet kayu
4090,ABATECH 18 EC,Insektisida
4091,NUCLEAR 240 SL,Herbisida
4092,FASCINATE 150 SL,Herbisida
4093,GELEDEK 480 SL ,Herbisida
4094,METHOX 42 SP,Insektisida
4095,SAGRI-SNAIL 63/10 WP,Moluskisida
4096,FULLSTOP 325 SC,Fungisida
4097,COZEB PLUS 80 WP,Fungisida
4098,LUCKY FLOWER - ANTI MOLD STICKER,Fungisida
4099,DOSSER 400 SL,Insektisida
4100,PROGRESSOR 20 EC,Insektisida
4101,SAGRI - CLEAN 50/30 WP,Fungisida
4102,VALIANT 50 EC,Insektisida
4103,K-GOMIX 72/8 WG,Herbisida
4104,CLOROMAX 75 WP,Fungisida
4105,ANJANIE 300 EC,Insektisida
4106,BM DAWN 100 EC,Insektisida
4107,"KINGKONG 0,03 MC",Pestisida Rumah Tangga
4108,DANAQUAT 280 SL*,Herbisida
4109,LINDOMIN 865 SL,Herbisida
4110,ACCORA 100 EC,Insektisida
4111,SAHARA 500 SL,Herbisida
4112,ABAMECTIN 95 TC ,Insektisida
4113,SANDOR 30 WP,Insektisida
4114,PROMECTIN 18 EC,Insektisida
4115,TOLERAN 75 WG,Herbisida
4116,X-SILLER 550 EC,Insektisida
4117,KARROLIE 100 EC,Insektisida
4118,METFURON 20 WG,Herbisida
4119,TRIDATRIN 250 EC,Insektisida
4120,CLEANSPRAY 96 SG,Herbisida
4121,VELIMEK 52.5 WG,Fungisida
4122,BENDAS 50 WP,Fungisida
4123,TAPUZ 35/15 WP,Insektisida
4124,FENTOP 30 EC,Insektisida
4125,BENZAPYR 120 SC,Insektisida
4126,FORDOR 75 WG,Herbisida
4127,STARPYR 500 SC,Insektisida
4128,AGXAMET 25 WG,Insektisida
4129,PREVENTOL D 6,Bakterisida
4130,SAMITE 135 EC,Akarisida
4131,NARA UP 490 SL ,Herbisida
4132,GULMARON 80 WP,Herbisida
4133,DHARMAFUR 3 GR,Insektisida
4134,AGROTRIN 250 EC,Insektisida
4135,HIT 6.37 LV,Pestisida Rumah Tangga
4136,FUNGSAN 200/60 SC,Fungisida
4137,AMMATE 150 EC,Insektisida
4138,HERBINATOR 80 WG,Herbisida
4139,FACMEEK 50 EC,Insektisida
4140,KENMECTIN 39 EC,Insektisida
4141,RAINCEPAT 97 WG,Insektisida
4142,Mancozeb 85 TC,Fungisida
4143,PLETHORA 97.5 SC,Insektisida
4144,"2,4-D 95 TC",Herbisida
4145,PARANOX 276 SL,Herbisida
4146,ZEBINDO 80 WP,Fungisida
4147,DROPPING 120/1 SL,Herbisida
4148,KINGKONG 0.026 MC,Pestisida Rumah Tangga
4149,SPORTAK 450 EW ,Fungisida
4150,INTERSHOT 10/50 OD,Herbisida
4151,ZEEWA 240 SC,Akarisida
4152,"2,4-D 98 TC",Herbisida
4153,VAPE 40 ST,Pestisida Rumah Tangga
4154,DAGGER 200 SL,Insektisida
4155,CLOSTAR 600 SC,Insektisida
4156,ALCHER GOLD 200 EC,Herbisida
4157,Dharmasan 600 EC,Insektisida
4158,ALTRINE 30 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
4159,HIT EXPERT 0.12 FU,Pestisida Rumah Tangga
4160,BIOBAN™ O 45 Antimicrobial,Pestisida lain-lain
4161,DN-80 80 WP,Herbisida
4162,CHEPATE 75 SP,Insektisida
4163,ZIFLO 76 WG,Fungisida
4164,MULTITOMIL 40 SP,Insektisida
4165,THRUSER 350 FS,Insektisida
4166,VAPE 0.205 AE,Pestisida Rumah Tangga
4167,ROVRAL 255 SC,Fungisida
4168,VAPE F 0.82 AE,Pestisida Rumah Tangga
4169,CORONA 325 SC,Fungisida
4170,GRASSOFF 480 SL,Herbisida
4171,"PETROKUM 0,005 BB",Rodentisida
4172,DIMEC 18 EC,Insektisida
4173,BOVENTO 100/100 SC,Insektisida
4174,trichomas,Fungisida
4175,AZTECA 600 SC,Fungisida
4176,VEKTAR 100 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
4177,PROZINON 600 EC,Insektisida
4178,BAKOTERA 150 SC,Insektisida
4179,OLYSET NET 2 LN,Pestisida Pengendalian Vektor Penyakit Pada Manusia
4180,KONSEP 50 EC,Insektisida
4181,"KINGKONG 0,068 MC",Pestisida Rumah Tangga
4182,AMCORON 80 WP,Herbisida
4183,RIOSOL 250 EC,Fungisida
4184,EMPEROR 550 SC,Insektisida
4185,PROTHENE 75 SP,Insektisida
4186,BELAWAN 365 EC,Insektisida
4187,PROBAS 45/35 EC,Insektisida
4188,METOAT 400 EC,Insektisida
4189,CRUMBLE CARB 150 SC,Insektisida
4190,CALLICRON 500 EC,Insektisida
4191,EXTERMINEX 0.1 BB,Bahan pengawet kayu
4192,SAGRI-POWER 288 SC,Insektisida
4193,BAHSAN 650 EC,Insektisida
4194,BIGCELL 10 PA,Zat Pengatur Tumbuh Tanaman
4195,PANZER 290 SL ,Insektisida
4196,PREMISE 200 SL,Bahan pengawet kayu
4197,TERMITOK 200 EC,Bahan pengawet kayu
4198,BOSHEP 150/60 SC,Insektisida
4199,SPREADOUT 607 SL,Herbisida
4200,INDAMIN PLUS 77 WP,Herbisida
4201,ROCIMA™ 363 Biocide,Bakterisida
4202,STARANE 480 EC,Herbisida
4203,BLAX 100 SC,Fungisida
4204,HAIL283KK 50 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
4205,SIDAFUR 3 GR,Insektisida
4206,VAPE Mosquito Coil Md MC,Insektisida
4207,ESTRAGO 250 SC,Fungisida
4208,MANTEB 80 WP,Fungisida
4209,ANDROMEDA 50/100 EC,Insektisida
4210,SAGRI-FLAZZ 20/100 EC,Insektisida
4211,MOSNON TB,Pestisida Rumah Tangga
4212,ORTHENE 75 SP,Insektisida
4213,Sofit 10/10 WP,Herbisida
4214,INDOSIL 50 WP,Fungisida
4215,ALTAC 15 EC,Insektisida
4216,PILARGOLD 480 CS,Herbisida
4217,VINO 640 SL,Herbisida
4218,SUPEGIBB 20 TB,Zat Pengatur Tumbuh Tanaman
4219,GLYPHOSATE 95 TC,Herbisida
4220,CEPHA 480 SL,Zat Pengatur Tumbuh Tanaman
4221,PARAXONE 276 SL*,Herbisida
4222,CHLORPYRIFOS 97 TC,Insektisida
4223,ACTICIDE OF 2,Fungisida
4224,INDOXACARB 80 TC,Insektisida
4225,PATROL 250 SC,Zat Pengatur Tumbuh Tanaman
4226,ROMANIL 72/8 WP,Fungisida
4227,MONDO 490 SL,Herbisida
4228,FASTCHEFAT 75 WP,Insektisida
4229,VAPE MAT E,Pestisida Rumah Tangga
4230,MAMOSO 525 SL ,Herbisida
4231,HIT 16 AE,Pestisida Rumah Tangga
4232,JIMAT 20 EC,Insektisida
4233,BANJO FORTE 200/200 SC,Fungisida
4234,MANSIMO 64/8 WP,Fungisida
4235,GHOXONE 138 SL,Herbisida
4236,BEHNQUAT 276  SL*,Herbisida
4237,PRIMA-TOAT 400 EC,Insektisida
4238,Nicosulfuron 95 TC,Herbisida
4239,RICEZONE 390 EC,Herbisida
4240,KACHI 175 SC,Insektisida
4241,HERBAMIN 865 SL ,Herbisida
4242,BIOBAN™ O 100 Technical Antimicrobial,Pestisida lain-lain
4243,STARPLUS 70 WP,Fungisida
4244,ALORID 30 EC,Insektisida
4245,PADAN 50 SP,Insektisida
4246,DECORE 40 SP,Insektisida
4247,ENIGMA 21 EC,Insektisida
4248,Platinum 20 SC,Insektisida
4249,FORESTER 550/20 EC,Insektisida
4250,DACONIL COMBI 60/20 WP,Fungisida
4251,Sortie 30/6 WP,Insektisida
4252,RHINOMAS,Atraktan / Feromon
4253,WAZARY 100 FL,Bahan pengawet kayu
4254,AJIB,Zat Pengatur Tumbuh Tanaman
4255,PRATHEN 75 SP,Insektisida
4256,Solignum All Around Clear 2 ME,Bahan pengawet kayu
4257,ASEFAT 97 TC,Insektisida
4258,PILAR UP 480 SL,Herbisida
4259,COPRAL 500 SC,Herbisida
4260,KAZOL 50 SC,Fungisida
4261,JAGOQUAT 288 SL*,Herbisida
4262,DAFAT 75 WG,Insektisida
4263,ANMI 100 SC,Fungisida
